level_0	level_1	frames = 120 markers = 13 Hz = 30
30.22897179487186	5.2292	29.631
30.251971794871857	-1.8806	21.994
29.98597179487186	12.722	21.714
32.657971794871855	-3.5266	7.6268
30.190971794871857	15.436	7.32
34.07597179487186	-4.4611	-0.8475
32.07897179487186	15.12	-1.0972
29.824971794871857	0.85025	1.9585
29.675971794871856	9.1062	1.9639
28.903971794871858	0.71901	-15.981
28.723971794871858	8.8097	-15.974
28.08897179487186	0.6176	-31.605
27.909971794871858	8.525	-31.602
30.214971794871857	5.2147	29.63
30.232971794871858	-1.8936	21.992
29.992971794871856	12.711	21.723
32.636971794871855	-3.527	7.6229
30.165971794871858	15.506	7.3444
34.053971794871856	-4.454	-0.8524
32.096971794871855	15.114	-1.0598
29.801971794871854	0.83751	1.962
29.68997179487186	9.0939	1.9617
29.050971794871856	0.66285	-15.985
28.92097179487186	8.7049	-15.983
28.09197179487186	0.62162	-31.601
27.965971794871855	8.287	-31.6
30.10397179487186	5.1168	29.64
30.13497179487186	-1.9802	21.983
30.04897179487186	12.629	21.754
32.59297179487186	-3.5615	7.6176
30.20197179487186	15.516	7.3937
34.041971794871856	-4.4577	-0.8557
32.145971794871855	15.114	-1.007
29.773971794871855	0.81892	1.9638
29.706971794871855	9.0758	1.9648
29.03697179487186	0.64766	-15.984
28.929971794871854	8.6976	-15.98
28.08897179487186	0.61091	-31.6
27.964971794871857	8.2895	-31.597
30.051971794871854	5.1079	29.641
30.084971794871855	-2.0064	21.999
30.105971794871856	12.61	21.767
32.56397179487186	-3.5858	7.6371
30.224971794871855	15.571	7.4211
34.02597179487186	-4.4808	-0.8341
32.19997179487186	15.114	-0.9695
29.75997179487186	0.78098	1.9777
29.732971794871858	9.0381	1.9595
29.031971794871858	0.63276	-15.971
28.94597179487186	8.6759	-15.985
28.096971794871855	0.61563	-31.588
27.971971794871855	8.2824	-31.602
29.961971794871857	5.0904	29.633
30.026971794871855	-2.0431	22.018
30.175971794871856	12.574	21.743
32.53497179487186	-3.6261	7.6615
30.327971794871857	15.633	7.4181
34.01397179487186	-4.5232	-0.8065
32.377971794871854	15.118	-0.951
29.724971794871855	0.75107	1.9794
29.746971794871854	9.0082	1.9542
29.01597179487186	0.61737	-15.97
28.92397179487186	8.7965	-15.991
28.093971794871855	0.61516	-31.588
27.915971794871858	8.5335	-31.608
29.839971794871857	5.063	29.606
29.845971794871858	-2.0478	22.03
30.263971794871857	12.573	21.752
32.31497179487186	-3.7689	7.6823
30.50097179487186	15.744	7.4528
33.77197179487186	-4.748	-0.7804
32.71897179487186	15.154	-0.868
29.672971794871856	0.66865	1.981
29.650971794871857	8.9256	1.9385
28.99197179487186	0.5802	-15.97
28.90897179487186	8.6278	-16.009
28.095971794871858	0.61382	-31.589
27.970971794871858	8.288	-31.63
29.685971794871854	5.0187	29.58
29.782971794871855	-2.0913	22.053
30.358971794871856	12.533	21.757
32.26897179487186	-3.8296	7.7108
30.77997179487186	15.984	7.5272
33.73597179487186	-4.8188	-0.749
33.368971794871854	15.2	-0.6696
29.624971794871854	0.6327	1.9759
29.635971794871857	8.8897	1.9452
28.96997179487186	0.55533	-15.976
28.90297179487186	8.6056	-16.003
28.090971794871855	0.60108	-31.596
27.976971794871858	8.2786	-31.624
29.534971794871858	4.9995	29.555
29.708971794871857	-2.133	22.079
30.431971794871856	12.482	21.744
32.20997179487186	-3.8971	7.7426
31.319971794871858	16.327	7.6377
33.684971794871856	-4.9013	-0.7138
34.46397179487185	15.37	-0.3432
29.560971794871854	0.59305	1.985
29.598971794871858	8.8499	1.9542
28.937971794871856	0.54229	-15.968
28.88797179487186	8.585	-15.995
28.092971794871858	0.60903	-31.59
27.977971794871856	8.274	-31.618
29.36697179487186	4.9692	29.513
