frames = 120 markers = 13 Hz = 30
32.477	5.2292	29.631
32.454	-1.8806	21.994
32.72	12.722	21.714
30.048	-3.5266	7.6268
32.515	15.436	7.32
28.63	-4.4611	-0.8475
30.627	15.12	-1.0972
32.881	0.85025	1.9585
33.03	9.1062	1.9639
33.802	0.71901	-15.981
33.982	8.8097	-15.974
34.617	0.6176	-31.605
34.796	8.525	-31.602
32.491	5.2147	29.63
32.473	-1.8936	21.992
32.713	12.711	21.723
30.069	-3.527	7.6229
32.54	15.506	7.3444
28.652	-4.454	-0.8524
30.609	15.114	-1.0598
32.904	0.83751	1.962
33.016	9.0939	1.9617
33.655	0.66285	-15.985
33.785	8.7049	-15.983
34.614	0.62162	-31.601
34.74	8.287	-31.6
32.602	5.1168	29.64
32.571	-1.9802	21.983
32.657	12.629	21.754
30.113	-3.5615	7.6176
32.504	15.516	7.3937
28.664	-4.4577	-0.8557
30.56	15.114	-1.007
32.932	0.81892	1.9638
32.999	9.0758	1.9648
33.669	0.64766	-15.984
33.776	8.6976	-15.98
34.617	0.61091	-31.6
34.741	8.2895	-31.597
32.654	5.1079	29.641
32.621	-2.0064	21.999
32.6	12.61	21.767
30.142	-3.5858	7.6371
32.481	15.571	7.4211
28.68	-4.4808	-0.8341
30.506	15.114	-0.9695
32.946	0.78098	1.9777
32.973	9.0381	1.9595
33.674	0.63276	-15.971
33.76	8.6759	-15.985
34.609	0.61563	-31.588
34.734	8.2824	-31.602
32.744	5.0904	29.633
32.679	-2.0431	22.018
32.53	12.574	21.743
30.171	-3.6261	7.6615
32.378	15.633	7.4181
28.692	-4.5232	-0.8065
30.328	15.118	-0.951
32.981	0.75107	1.9794
32.959	9.0082	1.9542
33.69	0.61737	-15.97
33.782	8.7965	-15.991
34.612	0.61516	-31.588
34.79	8.5335	-31.608
32.866	5.063	29.606
32.86	-2.0478	22.03
32.442	12.573	21.752
30.391	-3.7689	7.6823
32.205	15.744	7.4528
28.934	-4.748	-0.7804
29.987	15.154	-0.868
33.033	0.66865	1.981
33.055	8.9256	1.9385
33.714	0.5802	-15.97
33.797	8.6278	-16.009
34.61	0.61382	-31.589
34.735	8.288	-31.63
33.02	5.0187	29.58
32.923	-2.0913	22.053
32.347	12.533	21.757
30.437	-3.8296	7.7108
31.926	15.984	7.5272
28.97	-4.8188	-0.749
29.337	15.2	-0.6696
33.081	0.6327	1.9759
33.07	8.8897	1.9452
33.736	0.55533	-15.976
33.803	8.6056	-16.003
34.615	0.60108	-31.596
34.729	8.2786	-31.624
33.171	4.9995	29.555
32.997	-2.133	22.079
32.274	12.482	21.744
30.496	-3.8971	7.7426
31.386	16.327	7.6377
29.021	-4.9013	-0.7138
28.242	15.37	-0.3432
33.145	0.59305	1.985
33.107	8.8499	1.9542
33.768	0.54229	-15.968
33.818	8.585	-15.995
34.613	0.60903	-31.59
34.728	8.274	-31.618
33.339	4.9692	29.513
33.028	-2.1925	22.078
32.269	12.411	21.723
30.553	-3.9738	7.7391
30.879	16.651	7.7715
29.092	-4.988	-0.7187
26.984	15.234	0.201
33.223	0.54732	1.9956
33.155	8.804	1.9562
33.805	0.51512	-15.959
33.842	8.5623	-15.994
34.617	0.59915	-31.582
34.732	8.2712	-31.619
