level_0	level_1	frames = 240 markers = 13 Hz = 30
30.57	-1.3173	-26.75006060576923
34.513	-7.5758	-20.68006060576923
33.794	5.1645	-20.31606060576923
33.382	-9.3001	-7.975860605769232
32.32	7.1715	-7.698660605769232
32.617	-10.423	0.5507393942307685
31.339	8.4843	0.7683393942307685
34.386	-4.3148	-0.20165060576923133
34.093	3.4096	-0.20645060576923135
35.361	-4.1611	16.30293939423077
34.771	3.2558	16.31393939423077
36.186	-4.0239	30.01993939423077
35.325	3.1043	30.05193939423077
30.544	-1.3659	-26.74506060576923
34.492	-7.6148	-20.66706060576923
33.735	5.1244	-20.32206060576923
33.391	-9.3261	-7.958260605769232
32.368	7.2428	-7.710460605769232
32.643	-10.441	0.5708393942307687
31.46	8.6302	0.7527393942307689
34.391	-4.3157	-0.19835060576923136
34.101	3.4088	-0.21145060576923136
35.219	-4.1976	16.31393939423077
34.632	3.2778	16.31493939423077
36.189	-4.0431	30.02193939423077
35.328	3.1098	30.04593939423077
30.484	-1.4189	-26.72106060576923
34.464	-7.6492	-20.66906060576923
33.665	5.0944	-20.33306060576923
33.388	-9.3447	-7.956460605769232
32.363	7.2339	-7.718160605769232
32.657	-10.448	0.5755393942307688
31.498	8.6354	0.7472393942307688
34.396	-4.3189	-0.1999506057692313
34.102	3.4054	-0.20935060576923137
35.226	-4.2083	16.31293939423077
34.628	3.2751	16.31693939423077
36.199	-4.0598	30.01993939423077
35.327	3.1066	30.04793939423077
30.446	-1.4455	-26.64806060576923
34.501	-7.6799	-20.62406060576923
33.648	5.0636	-20.30006060576923
33.387	-9.4305	-7.921560605769232
32.388	7.244	-7.688260605769232
32.629	-10.571	0.6031393942307685
31.552	8.6729	0.7754393942307688
34.414	-4.3658	-0.1937506057692313
34.052	3.3553	-0.13355060576923128
35.236	-4.2279	16.31893939423077
34.609	3.2527	16.39193939423077
36.197	-4.0555	30.02693939423077
35.33	3.1097	30.12193939423077
30.275	-1.4415	-26.59306060576923
34.476	-7.6809	-20.62206060576923
33.565	5.0698	-20.34306060576923
33.393	-9.3562	-7.907260605769232
32.386	7.2701	-7.726560605769232
32.656	-10.447	0.6258393942307688
31.603	8.7124	0.7400393942307687
34.423	-4.3636	-0.1937506057692313
34.046	3.3568	-0.13495060576923135
35.239	-4.2265	16.31893939423077
34.605	3.2502	16.39093939423077
36.198	-4.0541	30.02693939423077
35.327	3.1041	30.11993939423077
