level_0	level_1	frames = 139 markers = 13 Hz = 30
-22.679	0.95894	-28.86015411134477
-24.557	7.963	-20.90015411134477
-23.963	-5.47	-20.66015411134477
-22.942	9.3071	-7.3333541113447716
-22.33	-8.3934	-7.354054111344771
-23.015	10.238	2.4086458886552284
-22.407	-10.459	2.2060458886552285
-24.248	4.6368	0.6677258886552289
-24.26	-4.0577	0.6627258886552289
-24.993	5.3179	16.85084588865523
-25.217	-4.0289	16.84984588865523
-25.675	5.9191	31.32184588865523
-26.058	-3.9792	31.33084588865523
-22.663	0.9696	-28.85915411134477
-24.524	7.9649	-20.89115411134477
-23.941	-5.468	-20.661154111344768
-22.898	9.3112	-7.323954111344771
-22.301	-8.3922	-7.354754111344771
-22.962	10.243	2.4179458886552285
-22.374	-10.459	2.2051458886552284
-24.242	4.6327	0.6695258886552289
-24.253	-4.0618	0.6608258886552288
-24.84	5.3123	16.85884588865523
-25.067	-4.0666	16.85584588865523
-25.678	5.915	31.32084588865523
-26.057	-3.9823	31.32684588865523
-22.639	1.0071	-28.86015411134477
-24.512	7.9645	-20.88915411134477
-23.931	-5.47	-20.66315411134477
-22.818	9.3532	-7.3261541113447715
-22.284	-8.3923	-7.356154111344772
-22.834	10.317	2.4130458886552284
-22.352	-10.457	2.2040458886552288
-24.227	4.6386	0.6729258886552288
-24.242	-4.056	0.6610258886552288
-24.834	5.3131	16.861845888655232
-25.071	-4.1281	16.85484588865523
-25.676	5.9112	31.32484588865523
-26.08	-4.1033	31.32484588865523
-22.636	1.0039	-28.86315411134477
-24.49	7.9501	-20.88715411134477
-23.902	-5.4811	-20.66215411134477
-22.79	9.3255	-7.322954111344772
-22.257	-8.3903	-7.352254111344771
-22.801	10.279	2.4171458886552286
-22.327	-10.446	2.2100458886552286
-24.221	4.6385	0.6729258886552288
-24.242	-4.056	0.6538258886552288
-24.832	5.3163	16.86084588865523
-25.062	-4.035	16.84884588865523
-25.678	5.9177	31.32384588865523
-26.056	-3.9284	31.31884588865523
-22.63	1.0183	-28.85415411134477
-24.461	7.9564	-20.87415411134477
-23.877	-5.473	-20.65615411134477
-22.762	9.3086	-7.307654111344771
-22.228	-8.3913	-7.348854111344771
-22.774	10.246	2.4341458886552285
-22.294	-10.453	2.2120458886552288
-24.211	4.631	0.6728258886552289
-24.224	-4.0636	0.6647258886552289
-24.825	5.3129	16.86084588865523
-25.065	-4.1359	16.85784588865523
-25.675	5.9178	31.32284588865523
-26.084	-4.112	31.32784588865523
-22.637	1.0543	-28.85115411134477
-24.445	7.9723	-20.86915411134477
-23.865	-5.4567	-20.65815411134477
-22.767	9.2918	-7.299054111344772
-22.218	-8.3735	-7.350254111344771
-22.794	10.204	2.4450458886552284
-22.285	-10.435	2.2109458886552287
-24.202	4.624	0.6729258886552288
-24.214	-4.0705	0.6664258886552289
-24.823	5.3054	16.86084588865523
-24.933	-3.97	16.86584588865523
-25.675	5.9097	31.32284588865523
-25.838	-3.7942	31.34184588865523
-22.62	1.0565	-28.850154111344768
-24.422	7.9763	-20.87015411134477
-23.844	-5.4567	-20.66315411134477
