level_0	level_1	frames = 230 markers = 13 Hz = 30
-35.066	-0.25596	-30.69316311304348
-38.106	6.1845	-23.51616311304348
-36.326	-6.6406	-23.19416311304348
-37.65	8.6064	-10.192163113043476
-36.83	-9.7084	-10.124163113043476
-38.58	10.86	2.3736368869565236
-38.697	-12.556	2.2059368869565237
-37.279	4.0337	-1.2263631130434762
-37.381	-4.5498	-1.2312631130434764
-37.927	4.6138	14.856836886956524
-38.219	-5.2239	14.840836886956524
-38.525	5.1283	29.36083688695652
-38.963	-5.8057	29.34183688695652
-35.072	-0.25458	-30.69316311304348
-38.101	6.1843	-23.51516311304348
-36.323	-6.6411	-23.19316311304348
-37.647	8.6039	-10.191163113043476
-36.838	-9.7085	-10.125163113043476
-38.581	10.855	2.374336886956524
-38.715	-12.555	2.2039368869565235
-37.278	4.0329	-1.2259631130434763
-37.383	-4.5506	-1.2315631130434763
-37.775	4.6196	14.861836886956524
-38.069	-5.2409	14.845836886956524
-38.524	5.1296	29.35883688695652
-38.962	-5.8054	29.33983688695652
-35.079	-0.25291	-30.69416311304348
-38.095	6.184	-23.51516311304348
-36.32	-6.6417	-23.19316311304348
-37.65	8.6027	-10.191163113043476
-36.847	-9.7077	-10.126163113043477
-38.59	10.853	2.3740368869565236
-38.735	-12.553	2.2017368869565237
-37.276	4.0319	-1.2255631130434763
-37.386	-4.5515	-1.2319631130434763
-37.774	4.6199	14.861836886956524
-38.071	-5.2412	14.845836886956524
-38.524	5.1313	29.35983688695652
-38.963	-5.8051	29.33983688695652
-35.086	-0.25108	-30.69516311304348
-38.088	6.1836	-23.51416311304348
-36.316	-6.6424	-23.19216311304348
-37.646	8.5991	-10.190163113043477
-36.856	-9.7069	-10.126163113043477
-38.591	10.846	2.3749368869565237
-38.756	-12.551	2.1992368869565238
-37.275	4.0309	-1.2249631130434764
-37.39	-4.5525	-1.2322631130434762
-37.773	4.6203	14.862836886956524
-38.075	-5.2412	14.845836886956524
-38.524	5.1331	29.35983688695652
-38.963	-5.8048	29.33983688695652
-35.095	-0.24894	-30.69616311304348
-38.079	6.1833	-23.51416311304348
-36.312	-6.6432	-23.19116311304348
-37.649	8.5973	-10.190163113043477
-36.864	-9.7044	-10.127163113043476
-38.603	10.843	2.3746368869565235
-38.777	-12.546	2.1975368869565237
-37.273	4.0296	-1.2243631130434762
-37.394	-4.5537	-1.2327631130434764
-37.773	4.6207	14.862836886956524
-38.077	-5.2416	14.845836886956524
-38.524	5.1351	29.35983688695652
-38.963	-5.8044	29.33883688695652
-35.104	-0.24689	-30.69716311304348
-38.072	6.1829	-23.51316311304348
-36.308	-6.6439	-23.19016311304348
-37.645	8.5934	-10.189163113043476
-36.874	-9.7035	-10.128163113043476
-38.604	10.836	2.375636886956524
-38.801	-12.543	2.1947368869565236
-37.271	4.0284	-1.2237631130434763
-37.398	-4.5548	-1.2331631130434764
-37.772	4.6211	14.863836886956523
-38.078	-5.242	14.844836886956523
-38.524	5.1371	29.36083688695652
-38.963	-5.8041	29.33883688695652
-35.113	-0.24466	-30.69816311304348
-38.063	6.1825	-23.51316311304348
-36.304	-6.6448	-23.18916311304348
-37.648	8.5915	-10.189163113043476
-36.889	-9.7044	-10.130163113043476
-38.616	10.832	2.3753368869565237
-38.831	-12.543	2.1905368869565236
-37.269	4.0272	-1.2231631130434764
-37.402	-4.556	-1.2336631130434763
-37.769	4.6217	14.863836886956523
-38.08	-5.2424	14.844836886956523
-38.524	5.1393	29.36083688695652
-38.963	-5.8037	29.33883688695652
-35.123	-0.24228	-30.69916311304348
-38.055	6.1821	-23.51216311304348
-36.299	-6.6456	-23.18816311304348
-37.648	8.5883	-10.189163113043476
-36.901	-9.703	-10.131163113043476
-38.623	10.826	2.375636886956524
-38.858	-12.54	2.1873368869565235
-37.267	4.0258	-1.2224631130434764
-37.406	-4.5573	-1.2341631130434763
-37.773	4.622	14.864836886956523
-38.082	-5.2428	14.844836886956523
-38.524	5.1415	29.36183688695652
-38.963	-5.8033	29.33883688695652
-35.133	-0.23977	-30.70016311304348
-38.045	6.1817	-23.51116311304348
-36.294	-6.6465	-23.18716311304348
-37.644	8.5839	-10.188163113043476
-36.91	-9.7004	-10.131163113043476
-38.626	10.819	2.3766368869565238
-38.883	-12.535	2.1850368869565235
-37.265	4.0244	-1.2217631130434763
-37.41	-4.5586	-1.2346631130434764
-37.77	4.6225	14.864836886956523
-38.084	-5.2432	14.843836886956524
-38.524	5.1439	29.36183688695652
-38.963	-5.8029	29.33883688695652
-35.142	-0.2376	-30.70116311304348
-38.037	6.1813	-23.51116311304348
-36.29	-6.6473	-23.18616311304348
-37.643	8.5811	-10.188163113043476
-36.921	-9.6994	-10.132163113043477
-38.632	10.814	2.3769368869565235
-38.907	-12.532	2.1820368869565234
-37.263	4.0231	-1.2211631130434764
-37.414	-4.5597	-1.2350631130434764
-37.768	4.623	14.865836886956524
-38.086	-5.2435	14.843836886956524
-38.523	5.1459	29.36283688695652
-38.964	-5.8025	29.33783688695652
-35.151	-0.23537	-30.70216311304348
-38.029	6.1809	-23.51016311304348
-36.286	-6.6481	-23.18616311304348
-37.647	8.5795	-10.188163113043476
-36.931	-9.6985	-10.133163113043476
-38.644	10.81	2.3766368869565238
-38.932	-12.53	2.1790368869565238
-37.262	4.0219	-1.2205631130434764
-37.418	-4.5609	-1.2354631130434763
-37.766	4.6235	14.866836886956524
-38.089	-5.2438	14.843836886956524
-38.523	5.148	29.36283688695652
-38.963	-5.8022	29.33783688695652
-35.162	-0.23264	-30.70316311304348
-38.019	6.1805	-23.50916311304348
-36.281	-6.649	-23.18416311304348
-37.642	8.5746	-10.187163113043477
-36.948	-9.6988	-10.136163113043477
-38.647	10.802	2.3776368869565236
-38.967	-12.529	2.1741368869565236
-37.259	4.0203	-1.2197631130434763
-37.423	-4.5623	-1.2360631130434763
-37.765	4.6241	14.866836886956524
-38.09	-5.2443	14.842836886956524
-38.523	5.1506	29.36383688695652
-38.964	-5.8017	29.33783688695652
-35.172	-0.23033	-30.70316311304348
-38.011	6.1801	-23.50916311304348
-36.276	-6.6498	-23.18316311304348
-37.645	8.5729	-10.187163113043477
-36.956	-9.6963	-10.136163113043477
-38.659	10.798	2.3772368869565237
-38.989	-12.524	2.1720368869565236
-37.257	4.019	-1.2191631130434764
-37.427	-4.5635	-1.2364631130434762
-37.765	4.6245	14.867836886956523
-38.094	-5.2445	14.842836886956524
-38.523	5.1527	29.36383688695652
-38.964	-5.8013	29.33783688695652
-35.181	-0.22802	-30.70416311304348
-38.003	6.1797	-23.50816311304348
-36.272	-6.6506	-23.18316311304348
-37.641	8.5686	-10.186163113043476
-36.97	-9.6968	-10.138163113043476
-38.661	10.791	2.3782368869565236
-39.018	-12.523	2.1676368869565237
-37.255	4.0178	-1.2185631130434764
-37.431	-4.5646	-1.2369631130434764
-37.764	4.6249	14.867836886956523
-38.093	-5.2452	14.842836886956524
-38.523	5.1548	29.36383688695652
-38.964	-5.801	29.33783688695652
-35.19	-0.22571	-30.70416311304348
-37.994	6.1793	-23.50816311304348
-36.268	-6.6514	-23.18216311304348
-37.644	8.567	-10.186163113043476
-36.978	-9.6943	-10.138163113043476
-38.672	10.787	2.3778368869565236
-39.04	-12.519	2.1656368869565235
-37.254	4.0165	-1.2178631130434763
-37.435	-4.5658	-1.2373631130434763
-37.763	4.6254	14.868836886956524
-38.095	-5.2455	14.841836886956523
-38.522	5.1569	29.36483688695652
-38.964	-5.8006	29.33683688695652
-35.2	-0.22343	-30.70416311304348
-37.986	6.179	-23.50716311304348
-36.264	-6.6522	-23.18116311304348
-37.643	8.5639	-10.185163113043476
-36.992	-9.6948	-10.141163113043476
-38.678	10.782	2.378136886956524
-39.069	-12.518	2.1612368869565235
-37.252	4.0152	-1.2172631130434763
-37.439	-4.5669	-1.2378631130434763
-37.761	4.6259	14.868836886956524
-38.096	-5.2459	14.841836886956523
-38.522	5.159	29.36483688695652
-38.964	-5.8002	29.33683688695652
-35.207	-0.22163	-30.70516311304348
-37.98	6.1787	-23.50616311304348
-36.26	-6.6528	-23.18016311304348
-37.639	8.5605	-10.184163113043477
-37.001	-9.6943	-10.142163113043477
-38.679	10.776	2.3790368869565235
-39.088	-12.516	2.158636886956524
-37.25	4.0142	-1.2168631130434764
-37.442	-4.5678	-1.2381631130434763
-37.763	4.6262	14.869836886956524
-38.1	-5.2459	14.841836886956523
-38.522	5.1606	29.36583688695652
-38.964	-5.7999	29.33683688695652
-35.216	-0.21944	-30.70516311304348
-37.972	6.1783	-23.50616311304348
-36.256	-6.6535	-23.17916311304348
-37.639	8.5578	-10.184163113043477
-37.011	-9.6934	-10.143163113043476
-38.685	10.771	2.3792368869565235
-39.112	-12.514	2.1555368869565235
-37.249	4.013	-1.2162631130434762
-37.446	-4.5689	-1.2386631130434764
-37.76	4.6266	14.869836886956524
-38.102	-5.2462	14.840836886956524
-38.522	5.1626	29.36583688695652
-38.964	-5.7996	29.33683688695652
-35.224	-0.21732	-30.70516311304348
-37.965	6.178	-23.50516311304348
-36.253	-6.6542	-23.178163113043478
-37.638	8.5551	-10.184163113043477
-37.017	-9.6907	-10.143163113043476
-38.691	10.766	2.379436886956524
-39.13	-12.509	2.1538368869565234
-37.247	4.0119	-1.2156631130434763
-37.45	-4.5699	-1.2390631130434764
-37.761	4.627	14.870836886956523
-38.103	-5.2466	14.840836886956524
-38.522	5.1645	29.36583688695652
-38.964	-5.7992	29.33683688695652
