level_0	level_1	frames = 82 markers = 13 Hz = 30
-49.372	0.71508	-29.57984288968105
-51.141	7.3917	-22.28384288968105
-49.489	-5.6287	-21.73984288968105
-52.562	10.635	-9.271842889681052
-49.386	-8.4386	-8.382542889681051
-49.978	11.571	0.27352711031894883
-50.431	-10.438	1.285427110318949
-50.436	4.8351	-0.12207288968105112
-50.447	-3.6792	-0.12707288968105113
-50.878	5.6	16.241157110318948
-51.638	-3.0658	16.206157110318948
-51.29	6.2804	30.994157110318948
-52.701	-2.4858	30.938157110318947
-49.425	0.77187	-29.58684288968105
-51.016	7.4237	-22.299842889681052
-49.489	-5.617	-21.805842889681053
-52.529	10.543	-9.278842889681052
-49.47	-8.4917	-8.471842889681051
-50.292	11.503	0.35062711031894883
-50.423	-10.475	1.209127110318949
-50.478	4.7137	-0.15317288968105114
-50.455	-3.8006	-0.12777288968105116
-50.766	5.5694	16.209157110318948
-51.511	-3.1397	16.21315711031895
-51.326	6.3152	30.95415711031895
-52.745	-2.5151	30.929157110318947
-49.351	0.71116	-29.584842889681052
-50.892	7.3324	-22.293842889681052
-49.385	-5.7074	-21.80184288968105
-52.444	10.585	-9.314842889681051
-49.484	-8.6174	-8.489942889681052
-50.449	11.654	0.35662711031894884
-50.393	-10.571	1.201327110318949
-50.484	4.5879	-0.18447288968105113
-50.454	-3.9262	-0.1274728896810512
-50.787	5.5579	16.171157110318948
-51.511	-3.1995	16.21015711031895
-51.361	6.406	30.91015711031895
-52.748	-2.516	30.923157110318947
-49.24	0.54252	-29.58084288968105
-50.746	7.1575	-22.27484288968105
-49.255	-5.8744	-21.78184288968105
-52.434	10.456	-9.340842889681051
-49.509	-8.819	-8.497642889681051
-50.739	11.526	0.38782711031894884
-50.313	-10.702	1.216827110318949
-50.477	4.4462	-0.20727288968105118
-50.435	-4.0677	-0.1273728896810511
-50.796	5.4971	16.14315711031895
-51.511	-3.2584	16.20515711031895
-51.391	6.4167	30.877157110318947
-52.761	-2.5011	30.91415711031895
-49.041	0.19942	-29.570842889681053
-50.653	6.8847	-22.23484288968105
-49.057	-6.1146	-21.68884288968105
-52.427	10.255	-9.340842889681051
-49.514	-9.1044	-8.443942889681052
-51.127	11.333	0.4480271103189489
-50.175	-10.885	1.3003271103189489
-50.429	4.2601	-0.23664288968105107
-50.405	-4.2534	-0.11597288968105113
-50.841	5.4428	16.10215711031895
-51.494	-3.3326	16.21015711031895
-51.518	6.4806	30.82615711031895
-52.754	-2.4748	30.912157110318947
-48.937	-0.038783	-29.61584288968105
-50.446	6.6546	-22.25784288968105
-48.883	-6.3328	-21.715842889681053
-52.068	9.6664	-9.237842889681051
-49.527	-9.3682	-8.511342889681051
-51.816	10.792	0.6282271103189488
-49.984	-11.018	1.2672271103189487
-50.311	4.1515	-0.3524428896810512
-50.326	-4.3601	-0.13607288968105113
-50.716	5.2862	15.990157110318949
-51.439	-3.38	16.18515711031895
-51.387	6.2817	30.71615711031895
-52.724	-2.4683	30.88215711031895
-48.774	-0.23901	-29.61484288968105
-50.241	6.4184	-22.241842889681052
-48.688	-6.5672	-21.721842889681053
-51.827	9.2094	-9.163442889681052
-49.49	-9.7076	-8.569242889681052
-52.306	10.416	0.6840261103189489
-49.682	-11.227	1.2387271103189488
-50.231	3.9017	-0.37214288968105125
-50.266	-4.6098	-0.1544728896810511
-50.642	5.0416	15.970157110318949
-51.419	-3.4963	16.15515711031895
-51.316	6.0422	30.69515711031895
-52.736	-2.4645	30.84115711031895
-48.671	-0.35408	-29.622842889681053
-49.945	6.2929	-22.24984288968105
-48.491	-6.716	-21.823842889681053
-51.586	8.8687	-9.140842889681052
-49.509	-9.9295	-8.729142889681052
-52.674	10.159	0.6474271103189488
-49.419	-11.246	1.110327110318949
-50.168	3.6756	-0.42024288968105106
-50.216	-4.8354	-0.18407288968105118
-50.444	4.9357	15.916157110318949
-51.414	-3.6041	16.11415711031895
-51.191	6.0302	30.630157110318947
-52.774	-2.4661	30.78815711031895
-48.459	-0.52606	-29.610842889681052
-49.679	6.0644	-22.224842889681053
-48.2	-6.9507	-21.85984288968105
-51.467	8.5813	-9.141142889681051
-49.529	-10.184	-8.834742889681051
-52.924	9.9746	0.5846271103189489
-49.078	-11.152	1.035727110318949
-50.15	3.4567	-0.4803428896810511
-50.171	-5.0529	-0.1948728896810511
-50.106	4.8083	15.850157110318948
-51.419	-3.7245	16.09215711031895
-51.152	5.932	30.54415711031895
-52.825	-2.5001	30.755157110318947
-48.011	-0.76662	-29.479842889681052
-49.411	5.753	-22.07484288968105
-47.746	-7.2448	-21.72084288968105
-51.456	8.3303	-9.070742889681052
-49.087	-10.784	-8.779242889681052
-53.124	9.8258	0.6057271103189489
-48.145	-11.674	1.062027110318949
-50.069	3.1345	-0.4015428896810511
-50.122	-5.3771	-0.18037288968105114
-49.372	4.637	15.901157110318948
-51.419	-3.8961	16.08915711031895
-50.868	5.7934	30.55315711031895
-52.869	-2.5335	30.73615711031895
-47.595	-1.0415	-29.34284288968105
-49.072	5.4728	-21.895842889681052
-47.28	-7.4895	-21.561842889681053
-51.491	8.0873	-9.009042889681051
-49.133	-11.529	-8.893742889681052
-53.311	9.6544	0.6290271103189489
-47.334	-11.969	0.8573261103189489
-50.002	3.0074	-0.2981428896810512
-49.933	-5.5058	-0.1566728896810512
-48.371	4.4589	15.942157110318949
-51.334	-3.9543	16.09815711031895
-50.325	5.3538	30.558157110318948
-52.88	-2.5323	30.729157110318948
-47.291	-1.0866	-29.235842889681052
-48.806	5.3573	-21.77884288968105
-46.834	-7.5626	-21.433842889681053
-51.518	7.9306	-8.977842889681051
-48.831	-11.94	-8.919042889681052
-53.45	9.5014	0.6384271103189488
